scientific_name,Type Count
Ozothamnus diosmifolius,5
Pandorea jasminoides,5
Pandorea pandorana,5
Panicum effusum,5
Panicum simile,5
Parapholis incurva,5
Paraserianthes lophantha,5
Persicaria lapathifolia,5
Pseudognaphalium luteoalbum,5
Psychotria loniceroides,5
Pterostylis acuminata,5
Pterostylis ampliata,5
Pterostylis bicolor,5
Pterostylis chaetophora,5
Pterostylis concinna,5
Pterostylis curta,5
Pterostylis erecta,5
Pterostylis gibbosa,5
Pterostylis grandiflora,5
Pterostylis longifolia,5
Pterostylis mutica,5
Pterostylis nutans,5
Paspalidium caespitosum,5
Persoonia pinifolia,5
Petrophile canescens,5
Petrophile pulchella,5
Petrophile sessilis,5
Petrorhagia dubia,5
Petrorhagia nanteuilii,5
Phaius australis,5
Phalaris aquatica,5
Passiflora suberosa,5
Passiflora subpeltata,5
Patersonia glabrata,5
Patersonia sericea,5
Pelargonium australe,5
Pelargonium inodorum,5
Persicaria decipiens,5
Persicaria hydropiper,5
Pseudanthus pimeleoides,5
Phalaris canariensis,5
Phaseolus vulgaris,5
Philotheca difformis,5
Philotheca hispidula,5
Philotheca myoporoides,5
Philotheca obovalis,5
Philotheca salsolifolia,5
Philotheca scabra,5
Philotheca trachyphylla,5
Philydrum lanuginosum,5
Phragmites australis,5
Persoonia lanceolata,5
Persoonia levis,5
Persoonia linearis,5
Persoonia nutans,5
Phytolacca octandra,5
Pimelea linifolia,5
Pimelea spicata,5
Pistia stratiotes,5
Pittosporum revolutum,5
Poranthera ericifolia,5
Poranthera microphylla,5
Portulaca oleracea,5
Potamogeton crispus,5
Potamogeton ochreatus,5
Potamogeton sulcatus,5
Prasophyllum elatum,5
Prostanthera scutellarioides,5
Prostanthera teretifolia,5
Prunus cerasifera,5
Prunus persica,5
Poranthera corymbosa,5
Plantago debilis,5
Plantago gaudichaudii,5
Plantago lanceolata,5
Plantago major,5
Platylobium formosum,5
Platysace linearifolia,5
Plectranthus parviflorus,5
Plumbago zeylanica,5
Phyllanthus gunnii,5
Phyllanthus hirtellus,5
Phyllanthus virgatus,5
Phyllostachys nigra,5
Phyllota grandiflora,5
Phyllota phylicoides,5
Physalis peruviana,5
Acacia parvipinnula,5
Acacia podalyriifolia,5
Acacia pravissima,5
Acacia prominens,5
Acacia pubescens,5
Vulpia myuros,5
Polypogon lutosus,5
Polypogon monspeliensis,5
Polypogon viridis,5
Pomaderris brunnea,5
Pomaderris discolor,5
Pomaderris elliptica,5
Pomaderris ferruginea,5
Pomaderris intermedia,5
Pomaderris lanigera,5
Pomax umbellata,5
Wahlenbergia ceracea,5
Acacia buxifolia,5
Acacia bynoeana,5
Acacia cultriformis,5
Zoysia macrantha,5
Zieria smithii,5
Acacia echinula,5
Acacia elata,5
Xerochrysum bracteatum,5
Xylomelum pyriforme,5
Xyris complanata,5
Youngia japonica,5
Zantedeschia aethiopica,5
Acacia brownii,5
Poa affinis,5
Poa annua,5
Calochilus robertsonii,5
Calotis cuneata,5
Calotis cuneifolia,5
Acacia elongata,5
Acacia falciformis,5
Acacia filicifolia,5
Acacia fimbriata,5
Acacia floribunda,5
Acacia hispidula,5
Wurmbea dioica,5
Xanthium occidentale,5
Xanthorrhoea arborea,5
Xanthorrhoea media,5
Xanthorrhoea minor,5
Xanthorrhoea resinosa,5
Wahlenbergia capillaris,5
Abutilon grandifolium,4
Xanthorrhoea concava,4
Abutilon theophrasti,4
Polycarpon tetraphyllum,4
Polygala virgata,4
Westringia fruticosa,4
Polyosma rigidiuscula,4
Pomaderris ligustrina,4
Pomaderris prunifolia,4
Pontederia crassipes,4
Watsonia meriana,4
Alternanthera pungens,4
Alternanthera philoxeroides,4
Vinca major,4
Anthosachne kingiana,4
Anredera cordifolia,4
Anigozanthos flavidus,4
Anethum graveolens,4
Aristolochia elegans,4
Aristea ecklonii,4
Apium graveolens,4
Passiflora edulis,4
Passiflora caerulea,4
Parthenocissus quinquefolia,4
Persicaria maculosa,4
Persicaria chinensis,4
Persicaria capitata,4
Persea americana,4
Pavonia hastata,4
Petroselinum crispum,4
Persoonia laurina,4
Persicaria strigosa,4
Persicaria orientalis,4
Phoenix canariensis,4
Opuntia tomentosa,4
Opuntia stricta,4
Opuntia monacantha,4
Opuntia microdasys,4
Passiflora morifolia,4
Passiflora herbertiana,4
Passiflora foetida,4
Veronica persica,4
Verbena rigida,4
Verbena litoralis,4
Utricularia uliginosa,4
Asparagus macowanii,4
Austrocylindropuntia cylindrica,4
Boronia barkeriana,4
Blandfordia grandiflora,4
Basella alba,4
Nerium oleander,4
Ranunculus repens,4
Quercus robur,4
Pyracantha crenulata,4
Pyracantha angustifolia,4
Opuntia ficus-indica,4
Opuntia elatior,4
Olea europaea,4
Oenothera mollissima,4
Oxalis purpurea,4
Rorippa nasturtium-aquaticum,4
Richardia stellaris,4
Rhaphiolepis indica,4
Rhamnus alaternus,4
Ochna serrulata,4
Nymphoides montana,4
Notelaea ovata,4
Notelaea johnsonii,4
Nicotiana tabacum,4
Nicandra physalodes,4
Urena lobata,4
Tropaeolum majus,4
Brassica fruticulosa,4
Brachychiton acerifolius,4
Brassica rapa,4
Tricoryne simplex,4
Misopates orontium,4
Mirabilis jalapa,4
Rumex sagittatus,4
Rumex hypogaeus,4
Rumex crispus,4
Rubus ulmifolius,4
Rubus moluccanus,4
Rubus laudatus,4
Nelumbo nucifera,4
Nandina domestica,4
Cardiospermum grandiflorum,4
Cardamine hirsuta,4
Cardamine flexuosa,4
Capsella bursa-pastoris,4
Tradescantia fluminensis,4
Cestrum parqui,4
Cestrum nocturnum,4
Coleonema pulchellum,4
Cinnamomum camphora,4
Coprosma repens,4
Convolvulus arvensis,4
Conium maculatum,4
Rumex vesicarius,4
Lysiosepalum involucratum,4
Ludwigia peruviana,4
Lonicera japonica,4
Malva sylvestris,4
Malva parviflora,4
Malva nicaeensis,4
Malva neglecta,4
Mesembryanthemum cordifolium,4
Morus alba,4
Modiola caroliniana,4
Lepidium didymum,4
Lobelia andrewsii,4
Linum trigynum,4
Ligustrum sinense,4
Sagittaria platyphylla,4
Sagina apetala,4
Commersonia salviifolia,4
Commersonia hermanniifolia,4
Tetratheca neglecta,4
Tetratheca juncea,4
Correa baeuerlenii,4
Cotoneaster pannosus,4
Cotoneaster glaucophyllus,4
Cycnogeton multifructum,4
Cryptandra spinescens,4
Iris germanica,4
Ipomoea quamoclit,4
Ipomoea muelleri,4
Lagunaria patersonia,4
Lechenaultia biloba,4
Lasiopetalum rufum,4
Lasiopetalum parviflorum,4
Lantana montevidensis,4
Salpichroa origanifolia,4
Daucus carota,4
Datura stramonium,4
Darwinia fascicularis,4
Dianella prunina,4
Dimorphotheca pluvialis,4
Doryanthes excelsa,4
Dolichandra unguis-cati,4
Diploglottis campbellii,4
Egeria densa,4
Stachys arvensis,4
Hibiscus heterophyllus,4
Seringia hillii,4
Ipomoea cairica,4
Ipheion uniflorum,4
Impatiens walleriana,4
Juncus acutus,4
Emmenosperma alphitonioides,4
Elattostachys xylocarpa,4
Epilobium ciliatum,4
Eriobotrya japonica,4
Euphorbia paralias,4
Euphorbia maculata,4
Ficus microcarpa,4
Ficus benjamina,4
Sisymbrium officinale,4
Silene gallica,4
Sida spinosa,4
Heliotropium amplexicaule,4
Hedychium gardnerianum,4
Hedychium coronarium,4
Harpullia pendula,4
Hibbertia puberula,4
Hernandia bivalvis,4
Fumaria capreolata,4
Solanum sisymbriifolium,4
Solanum seaforthianum,4
Solanum pseudocapsicum,4
Solanum lycopersicum,4
Solanum linnaeanum,4
Solanum chenopodioides,4
Solanum betaceum,4
Gonocarpus longifolius,4
Gomphrena celosioides,4
Grevillea parviflora,4
Grevillea concinna,4
Guichenotia macrantha,4
Sisyrinchium rosulatum,4
Sisyrinchium micranthum,4
Washingtonia filifera,4
Acer negundo,4
Ageratum houstonianum,4
Agave attenuata,4
Allocasuarina diminuta,4
Allium triquetrum,4
Alectryon tomentosus,4
Alchornea ilicifolia,4
Amaranthus viridis,4
Alyogyne huegelii,4
Philotheca buxifolia,4
Phebalium whitei,4
Prunus laurocerasus,4
Potentilla indica,4
Pistacia chinensis,4
Pilea microphylla,4
Physalis angulata,4
Phyllanthus tenellus,4
Plectranthus intraterraneus,4
Plantago coronopus,3
Plantago myosuros,3
Plectranthus verticillatus,3
Portulaca grandiflora,3
Plumbago auriculata,3
Solanum chrysotrichum,3
Amaranthus powellii,3
Euphorbia serpens,3
Hirschfeldia incana,3
Grevillea diffusa,3
Ficus pumila,3
Gelsemium sempervirens,3
Galium tricornutum,3
Gloriosa superba,3
Gladiolus carneus,3
Hippeastrum zephyranthum,3
Euphorbia prostrata,3
Spergularia levis,3
Spergularia diandra,3
Spathodea campanulata,3
Fumaria bastardii,3
Freesia leichtlinii,3
Freesia laxa,3
Sisymbrium irio,3
Dietes grandiflora,3
Dietes robinsoniana,3
Darwinia taxifolia,3
Stylidium productum,3
Syagrus romanzoffiana,3
Scutellaria racemosa,3
Hydrocleys nymphoides,3
Hypoestes aristata,3
Ipomoea indica,3
Hibiscus mutabilis,3
Jasminum polyanthum,3
Erodium cicutarium,3
Jacaranda mimosifolia,3
Euphorbia oblongata,3
Euphorbia hyssopifolia,3
Westringia brevifolia,3
Populus alba,3
Viola banksii,3
Viola odorata,3
Photinia serratifolia,3
Viburnum odoratissimum,3
Oxalis debilis,3
Punica granatum,3
Austrocylindropuntia subulata,3
Paederia foetida,3
Papaver dubium,3
Verbena hispida,3
Pyrus communis,3
Atriplex prostrata,3
Murraya koenigii,3
Dysphania ambrosioides,3
Crassula multicava,3
Ipomoea purpurea,3
Cymbalaria muralis,3
Lamium amplexicaule,3
Celtis australis,3
Celtis occidentalis,3
Lepidium bonariense,3
Moraea flaccida,3
Salix babylonica,3
Linum usitatissimum,3
Lilium formosanum,3
Lobularia maritima,3
Teucrium argutum,3
Tecoma stans,3
Tecoma capensis,3
Talinum paniculatum,3
Celtis sinensis,3
Chenopodium album,3
Thunbergia grandiflora,3
Malus domestica,3
Chenopodium murale,3
Convolvulus farinosus,3
Manihot grahamii,3
Veronica lithophila,3
Parietaria judaica,3
Papaver somniferum,3
Paronychia brasiliana,3
Papaver hybridum,3
Polygonum arenastrum,3
Rosa bracteata,3
Campsis radicans,3
Oxalis pes-caprae,3
Bryophyllum pinnatum,3
Tritonia gladiolaris,3
Typha latifolia,3
Ulmus parvifolia,3
Nymphaea alba,3
Urtica urens,3
Oenothera glazioviana,3
Nymphaea mexicana,3
Rumex conglomeratus,3
Bryophyllum delagoense,3
Triadica sebifera,3
Narcissus tazetta,3
Tradescantia zebrina,3
Canna indica,3
Calystegia silvatica,3
Populus nigra,2
Oxalis latifolia,2
Opuntia leoglossa,2
Myriophyllum aquaticum,2
Heptapleurum arboricola,2
Hedera hibernica,2
Gladiolus dalenii,2
Fraxinus griffithii,2
Euphorbia tirucalli,2
Aeonium arboreum,2
Acalypha australis,2
Afrohybanthus stellarioides,2
Agapanthus praecox,2
Fraxinus angustifolia,2
Prunus armeniaca,2
Salix nigra,2
Utricularia subulata,2
Lablab purpureus,2
Lagerstroemia indica,2
Ipomoea carnea,2
Salvia hispanica,2
Sporadanthus gracilis,2
Euphorbia ophthalmica,2
Seringia denticulata,2
Hibiscus rosa-sinensis,2
Monstera deliciosa,2
Salix cinerea,2
Limnobium laevigatum,2
Lepidium africanum,2
Cereus hildmannianus,2
Tillandsia usneoides,2
Tibouchina urvilleana,2
Tradescantia pallida,2
Pellaea falcata,2
Vicia faba,2
Ruellia squarrosa,2
Opuntia dillenii,2
Opuntia schickendantzii,2
Verbena quadrangularis,2
Verbena incompta,2
Nephrolepis cordifolia,2
Callisia fragrans,2
Cardamine occulta,2
Broussonetia papyrifera,2
Rosmarinus officinalis,2
Rumex obtusifolius,2
Rumex pulcher,2
Bryophyllum daigremontianum,2
Populus deltoides,1
Harpephyllum caffrum,1
Hippeastrum carinatum,1
Cheilanthes sieberi,1
Liquidambar styraciflua,1
Ipomoea batatas,1
Euphorbia milii,1
Justicia carnea,1
Cotoneaster coriaceus,1
Citharexylum spinosum,1
Russelia equisetiformis,1
Tulbaghia violacea,1
Begonia cucullata,1
Phoenix reclinata,1
Antigonon leptopus,1
Anisomeles moschata,1
Podranea ricasoliana,1
