scientific_name,Trait Count
Plantago lanceolata,23
Actinotus helianthi,23
Casuarina cunninghamiana,23
Atriplex australasica,23
Oxalis thompsoniae,22
Opercularia diphylla,22
Galium liratum,22
Asparagus aethiopicus,22
Platysace linearifolia,22
Asparagus officinalis,22
Eriocaulon scariosum,22
Oxalis chnoodes,22
Ficus benjamina,22
Muehlenbeckia gracillima,22
Rubus anglocandicans,22
Hibbertia vestita,22
Billardiera mutabilis,22
Polygonum aviculare,22
Xyris complanata,22
Xanthorrhoea concava,22
Lomandra brevis,22
Lomandra gracilis,22
Hemigenia purpurea,21
Philotheca difformis,21
Phytolacca octandra,21
Cerastium glomeratum,21
Agave americana,21
Rumex crispus,21
Dysphania glomulifera,21
Spergularia rubra,21
Verbascum virgatum,21
Lechenaultia biloba,21
Petrorhagia dubia,21
Eucalyptus alligatrix,20
Anthosachne kingiana,20
Wahlenbergia stricta,20
Allocasuarina torulosa,20
Asparagus plumosus,20
Verbena bonariensis,20
Toona ciliata,20
Persicaria strigosa,20
Cordyline petiolaris,20
Hymenosporum flavum,20
Zieria pilosa,20
Cordyline stricta,20
Pomaderris prunifolia,19
Euphorbia peplus,19
Asparagus scandens,19
Polycarpon tetraphyllum,19
Chlorophytum comosum,19
Hypericum perforatum,19
Leionema dentatum,19
Adansonia gregorii,19
Persoonia laurina,19
Clerodendrum tomentosum,19
Murraya paniculata,19
Emmenosperma alphitonioides,19
Asparagus africanus,18
Stylidium lineare,18
Homalanthus populifolius,18
Hibbertia fumana,18
Asparagus virgatus,18
Lomandra hystrix,18
Cochlospermum fraseri,18
Crowea saligna,18
Echium plantagineum,18
Doryanthes excelsa,18
Chorilaena quercifolia,17
Centaurium tenuiflorum,17
Romulea rosea,17
Modiola caroliniana,17
Ligustrum sinense,17
Ligustrum lucidum,17
Brachychiton acerifolius,17
Melicope micrococca,17
Schizomeria ovata,17
Yucca aloifolia,17
Prostanthera scutellarioides,17
Philotheca hispidula,17
Lycium ferocissimum,17
Ailanthus altissima,17
Actinotus minor,17
Xanthorrhoea media,16
Ranunculus repens,16
Rhamnus alaternus,16
Lomandra fluviatilis,16
Syngonium podophyllum,16
Pimelea spicata,16
Pennantia cunninghamii,16
Hibbertia puberula,16
Asterolasia correifolia,16
Plumbago zeylanica,16
Veronica arvensis,16
Juncus mollis,15
Xanthorrhoea arborea,15
Ricinus communis,15
Rumex hypogaeus,15
Linospadix monostachyos,15
Philotheca obovalis,15
Alchornea ilicifolia,15
Physalis peruviana,15
Plantago major,15
Lasiopetalum parviflorum,15
Ipomoea muelleri,15
Callitriche stagnalis,15
Hydrocotyle bonariensis,15
Passiflora foetida,15
Rumex conglomeratus,15
Foeniculum vulgare,15
Solanum mauritianum,15
Sherardia arvensis,15
Cinnamomum camphora,15
Stachys arvensis,14
Oxalis purpurea,14
Rumex sagittatus,14
Cryptandra spinescens,14
Ranunculus muricatus,14
Euphorbia maculata,14
Geranium molle,14
Anigozanthos flavidus,14
Pomaderris ligustrina,14
Gladiolus undulatus,14
Alyogyne huegelii,14
Eupomatia bennettii,14
Passiflora subpeltata,14
Pavonia hastata,14
Juncus tenuis,14
Brassica fruticulosa,14
Passiflora herbertiana,14
Guichenotia macrantha,14
Guioa semiglauca,14
Passiflora suberosa,14
Plectranthus intraterraneus,14
Philotheca salsolifolia,14
Philotheca buxifolia,14
Juncus capillaceus,14
Asparagus macowanii,14
Prostanthera teretifolia,14
Pseudanthus pimeleoides,14
Urena lobata,14
Juncus acutus,14
Atriplex prostrata,14
Archontophoenix cunninghamiana,14
Petrorhagia nanteuilii,13
Vincetoxicum woollsii,13
Polygala myrtifolia,13
Grevillea parviflora,13
Euphorbia paralias,13
Sagittaria platyphylla,13
Malva parviflora,13
Rumex vesicarius,13
Agave attenuata,13
Commersonia hermanniifolia,13
Cyclospermum leptophyllum,13
Dianella prunina,13
Ochna serrulata,13
Thunbergia alata,13
Colocasia esculenta,13
Cardiospermum grandiflorum,13
Passiflora edulis,13
Veronica persica,13
Araujia sericifera,13
Aristea ecklonii,13
Prunus persica,13
Ficus obliqua,12
Ficus microcarpa,12
Lonicera japonica,12
Lepidium didymum,12
Solanum chenopodioides,12
Solanum pseudocapsicum,12
Spergularia diandra,12
Richardia stellaris,12
Pandorea jasminoides,12
Sida spinosa,12
Potentilla indica,12
Watsonia meriana,12
Gomphocarpus fruticosus,12
Alocasia brisbanensis,12
Blandfordia grandiflora,12
Alstroemeria psittacina,12
Amaranthus hybridus,12
Melastoma affine,12
Darwinia fascicularis,12
Olea europaea,12
Capsella bursa-pastoris,12
Boronia barkeriana,12
Daucus carota,12
Cestrum parqui,12
Nothoscordum borbonicum,12
Correa baeuerlenii,12
Tradescantia fluminensis,12
Tricoryne simplex,12
Brassica rapa,12
Cardamine hirsuta,12
Pilea microphylla,11
Prunus cerasifera,11
Plantago coronopus,11
Polygonum arenastrum,11
Polygala virgata,11
Sisyrinchium rosulatum,11
Silene gallica,11
Hedera helix,11
Acer negundo,11
Ligustrum vulgare,11
Lilium formosanum,11
Solanum lycopersicum,11
Sisyrinchium micranthum,11
Anredera cordifolia,11
Phyllanthus tenellus,11
Physalis angulata,11
Lagunaria patersonia,11
Nelumbo nucifera,11
Diploglottis australis,11
Rubus moluccanus,11
Morus alba,11
Notelaea ovata,11
Rosa rubiginosa,11
Tetratheca juncea,11
Datura stramonium,11
Cardamine flexuosa,11
Mirabilis jalapa,11
Pyracantha angustifolia,11
Chenopodium murale,11
Chenopodium album,11
Oxalis pes-caprae,11
Canna indica,11
Quercus robur,11
Seringia hillii,11
Euphorbia lathyris,11
Epilobium ciliatum,11
Dysphania ambrosioides,11
Fumaria muralis,11
Sagina apetala,10
Linum trigynum,10
Fumaria capreolata,10
Zantedeschia aethiopica,10
Westringia fruticosa,10
Persicaria orientalis,10
Phebalium whitei,10
Lobelia andrewsii,10
Gonocarpus longifolius,10
Solanum seaforthianum,10
Persicaria capitata,10
Ludwigia peruviana,10
Typha latifolia,10
Apium graveolens,10
Verbena rigida,10
Pyracantha crenulata,10
Coleonema pulchellum,10
Verbena litoralis,10
Hibiscus heterophyllus,10
Schinus molle,10
Coprosma repens,10
Nerium oleander,10
Nicotiana tabacum,10
Cotoneaster glaucophyllus,10
Rorippa nasturtium-aquaticum,10
Stylidium productum,10
Diploglottis campbellii,10
Pistia stratiotes,9
Vinca major,9
Viola odorata,9
Alternanthera philoxeroides,9
Amaranthus viridis,9
Pontederia crassipes,9
Abutilon grandifolium,9
Sporadanthus gracilis,9
Utricularia uliginosa,9
Rubus laudatus,9
Talinum paniculatum,9
Convolvulus arvensis,9
Murraya koenigii,9
Nicandra physalodes,9
Catharanthus roseus,9
Cestrum nocturnum,9
Gladiolus carneus,9
Galium tricornutum,9
Salix babylonica,9
Salpichroa origanifolia,9
Egeria densa,9
Malva nicaeensis,9
Lasiopetalum rufum,9
Iris germanica,9
Hedychium gardnerianum,9
Heliotropium amplexicaule,9
Grevillea concinna,9
Grevillea diffusa,9
Impatiens walleriana,9
Ageratum houstonianum,9
Harpullia pendula,9
Ipomoea indica,9
Aloe arborescens,8
Allium triquetrum,8
Gomphocarpus physocarpus,8
Gomphrena celosioides,8
Solanum linnaeanum,8
Solanum betaceum,8
Lepidium bonariense,8
Salix cinerea,8
Solanum sisymbriifolium,8
Freesia laxa,8
Spergularia levis,8
Euphorbia prostrata,8
Malva neglecta,8
Ipomoea quamoclit,8
Ipomoea purpurea,8
Howea forsteriana,8
Ipomoea cairica,8
Ipheion uniflorum,8
Basella alba,8
Persicaria maculosa,8
Urtica urens,8
Tropaeolum majus,8
Paederia foetida,8
Abutilon theophrasti,8
Populus alba,8
Alternanthera pungens,8
Petroselinum crispum,8
Persea americana,8
Persicaria chinensis,8
Phoenix canariensis,8
Opuntia stricta,8
Asclepias curassavica,8
Oxalis latifolia,8
Toxicodendron succedaneum,8
Crassula multicava,8
Commersonia salviifolia,8
Conium maculatum,8
Tetratheca neglecta,8
Rhaphiolepis indica,8
Notelaea johnsonii,8
Rubus ulmifolius,8
Moraea flaccida,8
Misopates orontium,8
Erodium cicutarium,8
Dietes grandiflora,8
Dimorphotheca pluvialis,8
Dietes robinsoniana,8
Elattostachys xylocarpa,8
Asphodelus fistulosus,8
Opuntia microdasys,8
Euphorbia oblongata,8
Lysiosepalum involucratum,8
Sisymbrium officinale,7
Gloriosa superba,7
Gelsemium sempervirens,7
Sisymbrium irio,7
Linum usitatissimum,7
Hypoestes phyllostachya,7
Lamium amplexicaule,7
Lantana montevidensis,7
Plectranthus verticillatus,7
Aloe maculata,7
Polyosma rigidiuscula,7
Portulaca grandiflora,7
Hernandia bivalvis,7
Hibiscus mutabilis,7
Scutellaria racemosa,7
Opuntia monacantha,7
Paronychia brasiliana,7
Anethum graveolens,7
Alectryon tomentosus,7
Celtis occidentalis,7
Calystegia silvatica,7
Papaver hybridum,7
Nymphaea mexicana,7
Teucrium argutum,7
Nymphaea alba,7
Tecoma capensis,7
Opuntia tomentosa,7
Oxalis debilis,7
Washingtonia filifera,7
Prunus laurocerasus,7
Tecoma stans,7
Cotoneaster pannosus,7
Malva sylvestris,7
Euphorbia hyssopifolia,7
Darwinia taxifolia,7
Eriobotrya japonica,7
Dolichandra unguis-cati,7
Lobularia maritima,7
Cymbalaria muralis,7
Tritonia gladiolaris,7
Austrocylindropuntia cylindrica,6
Utricularia subulata,6
Bryophyllum delagoense,6
Bryophyllum pinnatum,6
Celtis australis,6
Cardamine occulta,6
Amaranthus powellii,6
Aristolochia elegans,6
Veronica lithophila,6
Verbena hispida,6
Parthenocissus quinquefolia,6
Passiflora caerulea,6
Papaver dubium,6
Rumex obtusifolius,6
Papaver somniferum,6
Opuntia elatior,6
Opuntia ficus-indica,6
Thunbergia grandiflora,6
Manihot grahamii,6
Narcissus tazetta,6
Oenothera mollissima,6
Oenothera glazioviana,6
Myriophyllum aquaticum,6
Seringia denticulata,6
Hirschfeldia incana,6
Jasminum polyanthum,6
Lepidium africanum,6
Freesia leichtlinii,6
Plantago myosuros,6
Populus nigra,6
Allocasuarina diminuta,6
Hippeastrum zephyranthum,6
Euphorbia serpens,6
Solanum chrysotrichum,6
Fumaria bastardii,6
Malus domestica,6
Mesembryanthemum cordifolium,6
Passiflora morifolia,6
Rumex pulcher,6
Agapanthus praecox,5
Convolvulus farinosus,5
Pyrus communis,5
Nandina domestica,5
Hedychium coronarium,5
Hibiscus rosa-sinensis,5
Hypoestes aristata,5
Gladiolus dalenii,5
Limnobium laevigatum,5
Plumbago auriculata,5
Westringia brevifolia,5
Hydrocleys nymphoides,5
Ficus pumila,5
Salix nigra,5
Spathodea campanulata,5
Triadica sebifera,5
Tradescantia zebrina,5
Ulmus parvifolia,5
Celtis sinensis,5
Austrocylindropuntia subulata,5
Rosa bracteata,5
Punica granatum,5
Photinia serratifolia,5
Viola banksii,5
Pistacia chinensis,5
Parietaria judaica,5
Viburnum odoratissimum,4
Broussonetia papyrifera,4
Vicia faba,4
Verbena incompta,4
Verbena quadrangularis,4
Afrohybanthus stellarioides,4
Aeonium arboreum,4
Acalypha australis,4
Prunus armeniaca,4
Heptapleurum arboricola,4
Campsis radicans,4
Nephrolepis cordifolia,4
Opuntia schickendantzii,4
Ruellia squarrosa,4
Rosmarinus officinalis,4
Euphorbia ophthalmica,4
Fraxinus angustifolia,4
Salvia hispanica,4
Ipomoea carnea,4
Jacaranda mimosifolia,4
Euphorbia tirucalli,4
Tillandsia usneoides,4
Tradescantia pallida,4
Opuntia leoglossa,4
Syagrus romanzoffiana,4
Anisomeles moschata,3
Pellaea falcata,3
Bryophyllum daigremontianum,3
Fraxinus griffithii,3
Hedera hibernica,3
Hippeastrum carinatum,3
Lablab purpureus,3
Tibouchina urvilleana,3
Cereus hildmannianus,3
Lagerstroemia indica,3
Ipomoea batatas,3
Cotoneaster coriaceus,3
Callisia fragrans,3
Euphorbia milii,3
Monstera deliciosa,3
Opuntia dillenii,3
Podranea ricasoliana,2
Populus deltoides,2
Harpephyllum caffrum,2
Justicia carnea,2
Phoenix reclinata,2
Tulbaghia violacea,2
Russelia equisetiformis,2
Citharexylum spinosum,2
Antigonon leptopus,2
Begonia cucullata,2
Liquidambar styraciflua,1
Cheilanthes sieberi,1
